uuid,num_chars,num_letters,num_index_fk,num_grade_fk,num_index_dc,num_grade_dc,num_index_cl,num_grade_cl,num_index_SMOG,num_grade_SMOG,num_index_ari,num_grade_ari,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\12b2b919-228e-4b4b-b740-e2631b0eedd3.txt,8864,7107,21.261952951490358,"Аспирантура, второе высшее образование, phD",19.120428988895384,"Аспирантура, второе высшее образование, phD",18.92688559322034,"Аспирантура, второе высшее образование, phD",18.442120689259188,"Аспирантура, второе высшее образование, phD",20.65442592051432,"Аспирантура, второе высшее образование, phD",0.6579925650557621,21.58376093407911,15.26202371999663,0.940042787160817,0.9442552419542548,0.01977603079390977,50.56626430355075,0.8981694255112004,0.9038095238095238,397.22991011501415,455.5515997795643,0.9223430756040865,179.38895781637717,1788.7692400849187
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\3a2866ff-bfd5-40a6-addb-fa59bbd3540d.txt,3658,2895,16.399770334928228,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),11.513502392344499,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),14.99894736842105,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),12.07034386640693,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),15.868741626794254,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),0.7373949579831933,16.08805862284511,11.375975348340486,0.9505902701215164,0.9485521951322633,0.018452943524172778,54.19189619748369,0.8959718969555017,0.897777777777778,507.53024000000016,52.066145092460886,0.9182626434147189,173.1240428790199,2043.130522619332
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\3bb0d28f-32af-4fe3-aa90-d114b8d1956a.txt,3417,2609,24.938709030100334,"Аспирантура, второе высшее образование, phD",22.880377926421406,"Аспирантура, второе высшее образование, phD",21.345384615384617,"Аспирантура, второе высшее образование, phD",19.559854811930528,"Аспирантура, второе высшее образование, phD",23.17694080267558,"Аспирантура, второе высшее образование, phD",0.6129032258064516,12.303946390251932,8.700203927902884,0.9183941653218874,0.911097460080704,0.031322948074347136,31.925475138113832,0.8546892655367239,0.8375,142.24720277371657,113.2300016095284,0.8824610010728964,125.00462962962963,1054.9349940932034
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\65d8f1d4-1084-426c-a894-30abd043e457.txt,7315,5880,14.289383458646611,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),12.31442105263158,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),12.981403508771933,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),13.52058965726021,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),13.888669172932332,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),0.6562184024266936,20.63699937430159,14.59256220091119,0.9389183288888049,0.9425467466049802,0.020393211384027013,49.03592578769865,0.9177872340425526,0.9094736842105262,522.32368661976,545.7597863311305,0.9315289066826499,231.98765432098764,1555.1059145972556
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\943648c8-07e0-484b-b89a-2ba489dbbe2b.txt,8551,6782,16.48268289572828,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),13.221359067988178,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),15.488930041152265,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),13.609322971174473,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),16.478397264243902,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),0.6197916666666666,21.03642674029979,14.875,0.9321386600869392,0.9371933507754195,0.022166386829984185,45.113351475365974,0.9045149592021771,0.9052173913043476,358.03919598053875,417.40127469814206,0.9217081962351394,191.55619763074256,1572.5734317037814
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\b156cf2e-cc78-4120-8681-7e195e8ca205.txt,9110,7219,12.617993558530031,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),11.23034147433238,10 - 11-й класс (возраст примерно: 15-16 лет),12.646275738585494,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),12.087153865043502,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),13.238378982247745,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),0.5770151636073424,20.425032761004534,14.442679171263698,0.9229126709147855,0.92905478175025,0.024883326856571943,40.187552322244635,0.8884551495016589,0.8880000000000001,270.4373771182039,289.73855414112836,0.9188450170610221,181.86366798052399,1349.2883279088978
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\d1f58e7b-bf8f-4ea1-bedc-047bac61f5fe.txt,2833,2316,17.376136363636363,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),17.80465909090909,"Аспирантура, второе высшее образование, phD",15.724545454545456,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),16.59028415717215,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),16.750693181818185,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),0.6325459317585301,12.346804021843294,8.730508849826732,0.9229315323090002,0.9154137969700464,0.029860793481928053,33.48872830875062,0.8813855421686728,0.8742857142857144,163.38425672475412,197.48808902799513,0.8981656813789317,148.34016393442624,1054.242235826821
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\d4f64135-858c-41fe-99b8-386b002b9820.txt,4526,3633,15.996464207212021,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),13.117814828016396,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),14.470184162062615,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),14.429209902472211,1 - 3 курсы ВУЗа (возраст примерно: 17-19 лет),15.756478613437892,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),0.686046511627907,16.83262336364494,11.902462125592452,0.9411258288330298,0.9406455173183821,0.021180833747681316,47.212494650238725,0.907088607594934,0.9049999999999999,372.8940728483035,344.96643704746583,0.9259333840767632,196.20498915401302,1399.9675010847338
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\e2081e53-9d5b-41a1-abbb-d9df91422f47.txt,7454,6123,21.999827411167516,"Аспирантура, второе высшее образование, phD",17.788892634805098,"Аспирантура, второе высшее образование, phD",20.052614213197977,"Аспирантура, второе высшее образование, phD",17.051962150914587,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),21.772559429173448,"Аспирантура, второе высшее образование, phD",0.628696604600219,18.99662735962691,13.43264402566609,0.9319166104709202,0.9350328904525048,0.022997487442110384,43.48301102532243,0.8819907407407415,0.8777777777777778,271.67241462941405,315.6644476838354,0.8959133284581055,123.10112359550561,1440.0934121226169
тексты/0161bac2-6b92-4fa4-91f9-15bf71c760b9\fb172ef7-65aa-4802-924b-1af314366903.txt,5562,4350,17.54475277636641,"Аспирантура, второе высшее образование, phD",15.350594214996008,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),16.92375626043406,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),14.798063984955716,4 - 6 курсы ВУЗа (возраст примерно: 20-22 лет),18.073365772664594,"Аспирантура, второе высшее образование, phD",0.6316507503410641,17.101295196794677,12.092441800726451,0.9303609972311159,0.9314247759441526,0.02430592515498739,41.14223151858952,0.8859649122807001,0.8914285714285717,248.53914044821374,216.97042727591926,0.9035761076464416,141.27330173775673,1457.739714570156
