uuid,num_chars,num_letters,num_index_fk,num_grade_fk,num_index_dc,num_grade_dc,num_index_cl,num_grade_cl,num_index_SMOG,num_grade_SMOG,num_index_ari,num_grade_ari,ttr,rttr,cttr,httr,sttr,mttr,dttr,mattr,msttr,mtld,mamtld,hdd,simpson_index,hapax_index
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\003d6349-bc28-4263-abbe-61a762871397.txt,3700,2696,4.686755796834738,4 - 6-й класс (возраст примерно: 9-11 лет),3.320376978284873,1 - 3-й класс (возраст примерно: 6-8 лет),3.451376518218627,1 - 3-й класс (возраст примерно: 6-8 лет),3.8198806347151097,4 - 6-й класс (возраст примерно: 9-11 лет),4.698511639676113,4 - 6-й класс (возраст примерно: 9-11 лет),0.5664451827242525,13.898122438263742,9.827456621857205,0.911194983501499,0.9090307665703263,0.03194888782519473,31.299994086536095,0.8253164556962018,0.8099999999999999,126.04375,104.83173450102933,0.8844154640696692,114.13312302839117,1115.1087100222567
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\02f016de-3e6a-4a8d-a2a7-cc6a8f4d53c2.txt,1800,1377,0.8814908602150524,1 - 3-й класс (возраст примерно: 6-8 лет),3.28912123655914,1 - 3-й класс (возраст примерно: 6-8 лет),1.7972401433691765,1 - 3-й класс (возраст примерно: 6-8 лет),3.748519974259974,4 - 6-й класс (возраст примерно: 9-11 лет),1.8126165322580619,1 - 3-й класс (возраст примерно: 6-8 лет),0.5822368421052632,10.151646223772357,7.178297885036243,0.9053917530084117,0.8907128443476646,0.03810433508019332,26.243733105312767,0.8063529411764714,0.79,109.68616815187912,117.7987695839005,0.8529554709499633,94.1840490797546,829.186083582546
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\0a7d9736-557f-4759-9885-d15b7ce1222f.txt,2487,1922,5.186486486486487,4 - 6-й класс (возраст примерно: 9-11 лет),5.564594594594595,4 - 6-й класс (возраст примерно: 9-11 лет),4.740270270270273,4 - 6-й класс (возраст примерно: 9-11 лет),6.385558167777903,4 - 6-й класс (возраст примерно: 9-11 лет),4.283162162162164,4 - 6-й класс (возраст примерно: 9-11 лет),0.5486284289276808,10.98627572765629,7.768470067010935,0.8998435528431533,0.889691496790991,0.038475179559877684,25.990781886897555,0.790227272727273,0.8025,74.17758553131046,69.56526104417671,0.8569380154428896,96.39423076923077,829.9880608354205
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\15095441-81a7-4372-b637-5359f64d69f8.txt,1702,1298,2.7853284493284463,1 - 3-й класс (возраст примерно: 6-8 лет),4.179333333333333,4 - 6-й класс (возраст примерно: 9-11 лет),4.38825396825397,4 - 6-й класс (возраст примерно: 9-11 лет),4.63744943380222,4 - 6-й класс (возраст примерно: 9-11 лет),3.922660561660564,4 - 6-й класс (возраст примерно: 9-11 лет),0.629757785467128,10.705882352941176,7.570202010350098,0.9183930144184613,0.9054665438748722,0.03316146821036969,30.155480259685753,0.8413333333333347,0.852,115.04564614338125,121.08348037724369,0.8773005997533032,124.59880239520957,1119.7085184542293
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\1527f189-b641-4b52-a9c4-f549293d73d5.txt,2808,2127,1.9072447488584459,1 - 3-й класс (возраст примерно: 6-8 лет),2.875091780821918,1 - 3-й класс (возраст примерно: 6-8 лет),1.5843835616438362,1 - 3-й класс (возраст примерно: 6-8 лет),3.0698289134761705,1 - 3-й класс (возраст примерно: 6-8 лет),1.4072390410958846,1 - 3-й класс (возраст примерно: 6-8 лет),0.5446808510638298,11.808399462769728,8.349799335084061,0.9012544050958872,0.8942196321295318,0.03695433331936316,27.060425941334046,0.8322090261282653,0.8244444444444444,110.85726824411034,103.52522467320262,0.8746883021633847,117.12539851222104,865.8950020652452
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\196f88d0-bef8-481c-978e-c488ef6580dc.txt,2745,2106,3.4754890510948897,1 - 3-й класс (возраст примерно: 6-8 лет),4.131636275995042,4 - 6-й класс (возраст примерно: 9-11 лет),3.3390997566910023,1 - 3-й класс (возраст примерно: 6-8 лет),4.753451161667217,4 - 6-й класс (возраст примерно: 9-11 лет),3.211986434375433,1 - 3-й класс (возраст примерно: 6-8 лет),0.5087719298245614,10.86439541434765,7.682287670977254,0.8896274019631435,0.8804088949189052,0.041509611660098825,24.090805960520502,0.7906633906633919,0.7755555555555556,72.92058346839546,77.73821781531629,0.8650587634312731,116.43097643097643,811.6840046028274
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\19dd76b0-940a-4669-b664-929389dada7a.txt,2043,1509,3.4447155996177727,1 - 3-й класс (возраст примерно: 6-8 лет),3.4883942307692313,1 - 3-й класс (возраст примерно: 6-8 лет),0.8723411371237475,1 - 3-й класс (возраст примерно: 6-8 лет),3.968422605371416,4 - 6-й класс (возраст примерно: 9-11 лет),2.050780010750124,1 - 3-й класс (возраст примерно: 6-8 лет),0.6011560693641619,11.182149275865783,7.906973581204937,0.9129554392107044,0.9022663878781841,0.034281981871548295,29.169842156352455,0.8287542087542088,0.8300000000000001,119.19285593792172,114.53488188976378,0.8693335424325698,113.68571428571428,996.4676010356559
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\1b5a8eb7-45ed-4257-a243-ab4567febd7b.txt,2120,1618,10.317255021302493,10 - 11-й класс (возраст примерно: 15-16 лет),6.708049300060865,7 - 9-й класс (возраст примерно: 12-14 лет),9.156792452830192,7 - 9-й класс (возраст примерно: 12-14 лет),7.326754859848075,7 - 9-й класс (возраст примерно: 12-14 лет),9.579256542909313,10 - 11-й класс (возраст примерно: 15-16 лет),0.6560509554140127,11.625252548451867,8.220294910016507,0.9266849877627414,0.9167907706650875,0.029362065644834245,34.05754935964231,0.8190943396226417,0.8133333333333334,104.66666666666667,99.20292243462976,0.8832529017393305,122.2412935323383,1169.017062507005
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\1bcf034f-cc7d-4ca9-8509-3fb995346e81.txt,4196,3054,0.7248581104362124,1 - 3-й класс (возраст примерно: 6-8 лет),1.6369392984770474,1 - 3-й класс (возраст примерно: 6-8 лет),-2.8616846986089612,неизвестно (-3),1.778362134736181,1 - 3-й класс (возраст примерно: 6-8 лет),-0.335306072121206,неизвестно (0),0.4325767690253672,11.838702342918287,8.37122670712659,0.8733904645867184,0.871790802641196,0.04404603801411795,22.70351761671442,0.7581428571428561,0.767142857142857,54.851600205340915,54.48942982276429,0.8369579004243063,80.036,745.0656871477016
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\23622fc7-2859-4738-98b8-7e7199c7efd0.txt,1501,1057,-1.3485614406779654,неизвестно (-1),2.643975635593221,1 - 3-й класс (возраст примерно: 6-8 лет),-5.188050847457628,неизвестно (-5),2.9739367725722117,1 - 3-й класс (возраст примерно: 6-8 лет),-1.968283368644066,неизвестно (-2),0.4883720930232558,7.844417360195099,5.54684070985143,0.8709377104209096,0.843025060050996,0.05351684980013933,18.68570373133952,0.7254545454545458,0.696,51.6,46.86271760964178,0.7904545706045327,68.21604938271605,646.5193254284404
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\289a8558-926a-46ab-8dac-e464189c44bd.txt,1584,1204,7.404542682926831,7 - 9-й класс (возраст примерно: 12-14 лет),4.486021341463415,4 - 6-й класс (возраст примерно: 9-11 лет),7.874878048780484,7 - 9-й класс (возраст примерно: 12-14 лет),5.154442509553157,4 - 6-й класс (возраст примерно: 9-11 лет),8.121986280487803,7 - 9-й класс (возраст примерно: 12-14 лет),0.7196652719665272,11.125755110474195,7.867096884437189,0.9399303817146683,0.928500080687098,0.025256336738854853,39.594023881601956,0.8927368421052649,0.8899999999999999,238.85731343283584,234.14285714285714,0.9118504870924978,180.00632911392404,1136.3456637863321
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\39551db4-b6d6-4b8b-9b7f-7bfd42c0fcac.txt,1210,923,5.636386554621851,4 - 6-й класс (возраст примерно: 9-11 лет),5.33372268907563,4 - 6-й класс (возраст примерно: 9-11 лет),5.278571428571432,4 - 6-й класс (возраст примерно: 9-11 лет),6.114981450919697,4 - 6-й класс (возраст примерно: 9-11 лет),4.864528571428572,4 - 6-й класс (возраст примерно: 9-11 лет),0.7202072538860104,10.005438935406854,7.074913719974098,0.9376333692478879,0.9220959351810153,0.02728727497066669,36.64711852227756,0.8761111111111111,0.8666666666666667,193.0714814814815,120.21428571428571,0.882651604452125,118.01273885350318,1270.7698638083223
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\39732db2-bdb5-40f1-aa8a-5783ee30187e.txt,3510,2621,0.8585658657829285,1 - 3-й класс (возраст примерно: 6-8 лет),3.2078947804473903,1 - 3-й класс (возраст примерно: 6-8 лет),1.6010661764705887,1 - 3-й класс (возраст примерно: 6-8 лет),3.5299749068222717,4 - 6-й класс (возраст примерно: 9-11 лет),1.269955157415076,1 - 3-й класс (возраст примерно: 6-8 лет),0.4926829268292683,12.218139253964504,8.639529119959846,0.8897646992028778,0.8861214224472033,0.03952679708516544,25.299292473543318,0.8096113074204936,0.8016666666666667,90.49466157312176,88.5488809329923,0.8497529983253247,90.42385057471265,918.5099566086426
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\459b0490-2337-4bd1-89f3-a7e5c772b9bf.txt,3215,2307,-1.1139583427508413,неизвестно (-1),1.4466038388650313,1 - 3-й класс (возраст примерно: 6-8 лет),-3.171846758349705,неизвестно (-3),1.2262096014523403,1 - 3-й класс (возраст примерно: 6-8 лет),-1.4035815411095882,неизвестно (-1),0.4948453608247423,11.937984080971367,8.441429497351908,0.8894976465576506,0.8848604266547038,0.03996579798273907,25.021394554210893,0.7999999999999989,0.7927272727272728,82.37300803052885,89.62514649254982,0.8579477531121724,101.78868151715834,915.2848500909975
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\4c7cbcbf-4388-476f-aaaa-3ea492b5fa41.txt,3378,2503,1.7241846835754728,1 - 3-й класс (возраст примерно: 6-8 лет),3.0130027086924405,1 - 3-й класс (возраст примерно: 6-8 лет),-0.26988549618320334,неизвестно (0),3.4802951376204927,1 - 3-й класс (возраст примерно: 6-8 лет),0.4427035213001709,неизвестно (0),0.5869947275922671,14.00200839222064,9.900915084370162,0.9160230955356903,0.9134510906653174,0.03048039293665132,32.807976002092296,0.8547692307692283,0.8563636363636365,155.92283724978242,157.31449187048167,0.8834881196236574,121.77543330821402,1296.066897149231
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\524b6c72-eeda-4b99-aee0-1b3b58f25ee0.txt,2374,1804,4.611446546546546,4 - 6-й класс (возраст примерно: 9-11 лет),4.830465315315315,4 - 6-й класс (возраст примерно: 9-11 лет),3.159489489489495,1 - 3-й класс (возраст примерно: 6-8 лет),5.154442509553157,4 - 6-й класс (возраст примерно: 9-11 лет),4.429808033033034,4 - 6-й класс (возраст примерно: 9-11 лет),0.5905511811023622,11.527099190517598,8.150890005024957,0.9113719074672529,0.9021205143393001,0.034339662472965334,29.12084534282398,0.813855421686748,0.8114285714285714,108.55220059392437,80.91095528106592,0.8734428377889154,118.09135399673735,1075.3854065315081
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\5aec2086-0e34-4ebc-9849-1e2710332c44.txt,954,753,5.075849315068496,4 - 6-й класс (возраст примерно: 9-11 лет),4.455746575342466,4 - 6-й класс (возраст примерно: 9-11 лет),5.159726027397259,4 - 6-й класс (возраст примерно: 9-11 лет),4.4705768854302255,4 - 6-й класс (возраст примерно: 9-11 лет),4.658914383561644,4 - 6-й класс (возраст примерно: 9-11 лет),0.7453416149068323,9.457324874869208,6.687338550904234,0.9421591746904173,0.9247291391397617,0.02620996334046423,38.15342993845973,0.8792857142857147,0.8733333333333334,139.30016449674986,42.720238095238095,0.9033725073251319,176.43835616438355,1103.412938015925
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\6b0cb8b0-4049-49db-9e43-202e337caa19.txt,2674,1998,2.574145614035082,1 - 3-й класс (возраст примерно: 6-8 лет),2.5246394736842106,1 - 3-й класс (возраст примерно: 6-8 лет),1.8806666666666665,1 - 3-й класс (возраст примерно: 6-8 лет),2.9184490582891653,1 - 3-й класс (возраст примерно: 6-8 лет),3.697326052631581,4 - 6-й класс (возраст примерно: 9-11 лет),0.48853211009174313,10.200849937605263,7.213090164747051,0.8821335562448522,0.8707873196223778,0.044655066140463225,22.39387568824742,0.7889405684754517,0.7899999999999999,79.60117054378426,71.00768553459119,0.8324711196984697,78.6318407960199,839.1203316629983
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\6e3a9989-00bd-4a90-b0ea-2fec72182ee3.txt,2831,2074,-0.750193750559589,неизвестно (-1),2.438102874026323,1 - 3-й класс (возраст примерно: 6-8 лет),-1.044596949891062,неизвестно (-1),2.584680007363065,1 - 3-й класс (возраст примерно: 6-8 лет),-0.9903822932521571,неизвестно (-1),0.47504621072088726,11.049293016083338,7.813030018989689,0.8817267432899065,0.8748119535768066,0.043272857843095314,23.109173968262915,0.7493495934959331,0.754,48.29190984735284,56.83512726084918,0.8276952196509942,79.60217983651226,889.1540470030232
тексты/c35fc2fa-e11f-4146-a1a9-56d928a27aa1\79c45757-d5c5-416c-a035-482bdc136dc3.txt,3149,2326,2.0630096564737244,1 - 3-й класс (возраст примерно: 6-8 лет),3.156799406182363,1 - 3-й класс (возраст примерно: 6-8 лет),0.6207186858316227,1 - 3-й класс (возраст примерно: 6-8 лет),3.6102763330347782,4 - 6-й класс (возраст примерно: 9-11 лет),0.7048844136744528,1 - 3-й класс (возраст примерно: 6-8 лет),0.47330960854092524,11.220532780215303,7.934114817416185,0.8818596979286121,0.8757076776107969,0.04296422947992328,23.27517593367499,0.7839766081871343,0.7963636363636364,73.21608363243972,77.131812741056,0.8301948037119564,79.13704819277109,850.4998371411282
